32785: n#6418901;n#6420678;n#6418693;
53802: n#7626174;n#7614103;n#7640014;
53804: v#2551144;v#2206920;n#93483;
53805: v#2551144;v#2206920;n#93483;
53806: n#12334891;n#12335351;n#12337617;
53820: n#7381231;n#7737745;n#7382286;
53829: n#7985825;n#4485423;n#4427376;
53844: n#9376198;n#13776971;n#9426788;
53845: n#6500937;n#6691083;n#4673668;
53850: n#2229544;n#476389;n#2226970;
53853: n#4330340;n#4330267;n#3346455;
53856: n#10066452;n#13712428;a#1436003;
53867: n#5387544;a#1433493;a#1437963;
53869: n#4474466;n#136329;n#4475032;
53906: n#7511733;r#96760;a#2490170;
53955: v#2208537;v#2460199;v#2460619;
53956: n#43195;n#7214432;n#5808218;
53979: n#6182144;n#613973;n#6183899;
53984: n#10627082;n#7846;n#7480790;
53990: n#7781319;n#2624167;n#2624551;
53991: n#4391838;n#4391569;n#3708036;
54008: n#9327538;n#8270662;
54021: n#5559727;n#5559256;n#5602835;
54026: n#3800933;n#3574816;n#173761;
54036: a#1731351;a#666058;a#43765;
54037: a#1731351;a#666058;a#43765;
54067: n#7354080;n#7388987;
54075: n#4694441;n#4682462;n#72261;
54111: n#7500741;n#1218593;n#7509996;
54119: n#14918994;n#5714745;v#2126686;
54127: v#413195;v#2346724;v#2346895;
54158: n#9532942;
54162: n#6240244;n#8098708;n#9683757;
54177: n#9502298;n#4274807;n#10635788;
54185: n#11675537;n#13773361;n#3990834;
54187: n#7400906;n#15280695;n#7420991;
54189: n#3731164;n#3703862;n#840189;
54190: n#4181228;n#4181561;v#1288052;
54208: n#7619881;n#14761578;n#12926480;
54214: s#1916693;a#2633222;n#6457952;
54218: s#2566453;s#1293882;s#811969;
54222: n#2701002;n#3333349;n#3283221;
54229: n#4025350;n#4025130;n#9976551;
54230: n#9874725;n#9874618;n#1146039;
54231: n#12020507;n#11943407;n#5832264;
54235: n#1557185;n#10709876;n#14182568;
54262: v#950431;v#2704617;v#2645839;
54281: n#4270891;n#4271148;n#2328429;
54282: n#4270891;n#4271148;n#2328429;
54283: n#4270891;n#4271148;n#2328429;
54335: n#7386614;v#1052782;n#7378569;
54336: n#7386614;v#1052782;n#7378569;
54373: n#5972585;n#14039310;n#7323024;
54381: n#1244895;v#2543607;n#7334490;
54382: n#10087255;n#10544748;n#1244895;
54385: n#10746056;n#10746195;n#10553402;
54387: v#1520454;s#515380;v#1319193;
54389: n#1315980;n#10748506;n#2236355;
54390: n#14364566;n#13088688;n#14363785;
54391: n#14759147;n#15087384;n#7665308;
54399: n#15166191;n#6632807;n#15166462;
54402: s#1674604;r#55312;s#970610;
54420: a#82241;s#1244846;s#104318;
54424: s#1728476;r#60632;n#13104059;
54433: v#2471690;v#2105810;n#6507041;
54451: n#2689274;n#4090263;n#14132975;
54463: n#6869951;n#13874927;n#6770275;
54477: n#10112129;n#6838112;n#9876701;
54509: n#2209624;n#3245724;n#2209508;
54510: n#7889510;n#2815071;n#7886849;
54512: n#6741099;n#6741305;n#6740644;
54519: n#9785042;n#8305942;v#2430191;
54555: r#31798;n#5675601;n#7203900;
54570: r#19339;r#19609;r#20280;
54584: a#2500884;s#2587738;n#13371030;
54585: n#1482330;n#10586674;n#10586557;
54586: n#2062744;n#10129133;v#1141938;
54588: n#9786585;n#9786760;n#9987696;
54593: n#6402202;v#865280;n#8309754;
54610: n#13885836;n#3627232;n#13660337;
54611: n#3627232;n#13660337;n#4948905;
54631: v#1787955;v#1770501;v#1789514;
54633: s#1386234;s#526062;s#1387319;
54643: n#7577374;v#1173405;n#7579076;
54651: n#14580897;n#2949691;n#13251154;
54667: n#2949691;n#13251154;v#497555;
54693: n#13449892;
54695: n#9511368;n#9833111;n#180413;
54703: n#14743582;n#14743840;n#14743976;
54719: n#6057539;n#5217168;n#646187;
54720: n#15093938;v#1268112;n#3727837;
54722: v#1268112;n#15093938;v#1332599;
54726: n#14122497;n#5194151;n#157081;
54729: n#5218119;n#5217859;n#1758757;
54730: n#14854847;n#14863521;n#14859344;
54752: n#9842823;n#2804772;n#13953215;
54755: v#1688256;v#987071;v#1686956;
54768: n#5436752;r#40365;n#3434943;
54772: s#2343762;s#580805;s#1676026;
54776: v#2315525;v#2315938;v#2315759;
54779: n#6938887;n#9712696;a#3083069;
54781: s#1405047;a#1404702;n#7568991;
54782: v#1632411;v#1634424;n#3582658;
54794: n#2948072;n#13641534;n#4269270;
54796: n#2948557;n#2947818;n#3005285;
54797: n#2947818;n#2948557;n#3005285;
54798: n#2947818;n#2948557;n#3005285;
54799: n#3005285;n#2948557;n#4701162;
54806: n#6961221;n#2124484;a#3084548;
54821: s#1728614;n#9793248;s#1638962;
54839: n#7746186;n#12771390;n#2035656;
54852: n#6994700;n#5254795;n#5538625;
54857: n#5915584;n#13984613;n#13984468;
54858: n#5915356;n#2411705;a#1817500;
54866: n#5790944;n#161243;n#5790242;
54871: n#533036;n#7055401;a#3066448;
54872: n#4461696;n#3126707;v#1448100;
54880: a#220956;s#1133017;s#193480;
54892: n#7516354;n#14036539;n#758972;
54908: n#4610879;n#13650447;n#3120198;
54916: n#9772029;s#1647983;n#7944050;
54920: n#7946851;n#10098710;
54939: v#965871;v#974173;v#975427;
54992: r#25290;r#25728;n#14436667;
54993: n#6143546;a#2907175;n#9796323;
55003: n#2726305;n#3259505;n#4351550;
55023: n#8677801;n#5867283;n#13911045;
55039: n#222485;n#10673669;n#223268;
55040: n#10673669;n#222485;s#2060912;
55055: n#5289297;n#5289057;n#5030418;
55058: n#1963571;n#7783550;n#7786686;
55067: n#10134001;n#464037;n#10026553;
55069: n#4615226;v#1023259;n#3628215;
55070: s#15247;s#1795933;s#1298239;
55071: s#1091234;n#11536087;r#78330;
55072: n#3169390;n#2681518;v#1675963;
55073: n#3169390;n#2681518;v#1675963;
55075: n#3157348;n#5596651;n#3982060;
55076: v#1370561;v#1919711;v#1835496;
55077: n#285557;n#13757249;n#174412;
55078: n#9445289;n#285557;n#4314914;
55080: a#1382086;s#1387319;s#1386883;
55083: n#12937678;n#12937388;n#7730207;
55085: n#2874750;v#2552052;v#348746;
55103: n#9270735;n#13647498;n#3674591;
55107: n#4105068;n#4105438;n#6657646;
55114: n#5327767;n#5368278;n#5368594;
55119: n#13320168;n#13308999;n#13306870;
55158: n#2981792;n#4045397;n#1614038;
55162: n#1222859;n#6716234;n#6777164;
55163: v#824767;v#823669;v#824066;
55165: n#7555014;n#5670343;n#4634540;
55166: n#947128;n#5149325;v#2561332;
55169: v#1158872;v#2561332;v#1165043;
55172: n#3025755;n#7687381;n#7647870;
55173: n#5416048;n#10617024;n#5415395;
55175: n#7140659;
55177: n#9842823;n#9815188;s#1117477;
55207: n#6898352;n#6899633;n#928947;
55217: n#11875691;n#7713895;n#11876976;
55226: n#7718472;n#12165384;n#537423;
55227: n#7718472;n#12165384;n#537423;
55267: n#9688008;a#2957823;n#6960298;
55271: n#471613;n#2799071;n#474769;
55273: n#475787;n#4256891;n#471613;
55290: v#72012;v#72586;n#13515958;
55311: n#14855724;n#13533886;n#13515958;
55312: n#4515991;n#4446521;n#14650556;
55328: n#5538016;n#9815188;n#5559256;
55329: n#9815188;n#5538016;n#14854581;
55333: s#2270186;s#2269794;s#2269635;
55355: n#9617867;n#10631941;n#9824361;
55357: a#2933132;n#5519085;a#518035;
55358: n#5519085;a#2933132;n#9752657;
55368: n#3542333;n#3541696;n#3540476;
55369: n#3541696;n#3541537;n#13384164;
55371: n#5846054;n#6664051;n#805034;
55394: n#10259348;n#10259527;n#10005280;
55395: n#9616722;n#6882009;n#3290096;
55401: v#429060;v#441445;v#243900;
55409: n#6691989;v#861929;v#861725;
55411: n#7804152;n#12109827;n#12109719;
55417: n#14906850;n#14938578;n#14974153;
55419: a#933154;s#933599;s#1462324;
55420: v#1201089;n#278810;v#1445932;
55424: n#13810818;n#9407346;n#13811184;
55425: n#3761084;n#11482312;n#3708962;
55426: n#11482312;n#3761084;v#321936;
55434: n#7609840;n#7596684;n#7597263;
55435: n#4303672;s#2032850;n#5565337;
55441: n#7730406;n#12933403;n#12933274;
55444: v#2640440;v#2641035;v#2642610;
55451: n#14402922;v#981544;v#986897;
55454: n#6601327;n#5919866;s#1497387;
55455: n#6021761;v#2645389;s#1594146;
55461: s#1139832;n#329227;
55480: n#4505036;n#10735173;n#7095148;
55483: n#4004767;n#4004475;n#10475297;
55534: n#15137890;n#15183428;v#2708707;
55549: n#1584225;n#7379409;n#3841666;
55594: n#9246464;n#9224725;n#9398677;
55595: n#9398677;n#9186359;n#9242389;
55600: r#159889;r#40719;n#7342049;
55603: n#2322624;n#1461445;n#7799278;
55605: n#2640242;n#2640093;n#2640453;
55629: n#3497657;n#721141;n#11532351;
55632: n#3463832;a#1361863;n#3417345;
55633: n#3463832;a#1361863;n#3417345;
55686: a#2058794;s#651039;s#2060496;
55688: n#13731840;n#13125117;n#12937678;
55696: n#13729428;n#13730189;s#1936528;
55697: n#13730189;n#13729428;n#6142118;
55710: n#7583197;n#15048623;n#13927112;
55713: n#7837912;n#7477587;n#7829412;
55715: n#13729902;a#1937994;s#13662;
55722: n#4618070;n#4743024;n#5763412;
55746: n#4347754;s#2472137;v#1870674;
55755: n#5404336;n#5457469;n#11683989;
55770: n#5245192;v#509857;v#510116;
55787: n#6409562;a#2569130;
55789: n#7221094;n#6681551;n#6724763;
55791: n#7096661;n#6381869;v#2750432;
55807: r#4722;r#8600;s#2214736;
55816: n#6599788;n#5920272;n#7029247;
55819: n#5602548;n#5541231;n#11460488;
55834: n#11465530;v#2759115;v#861725;
55851: n#10794014;n#10126177;n#9824065;
55853: n#3595614;n#4223299;n#4197391;
55866: n#7222581;n#6757057;
55875: n#10763383;n#10763725;n#10582154;
55877: n#10763620;v#2413290;n#10763383;
55888: v#1116585;v#2521410;v#1115916;
55905: n#13899404;n#5316025;n#13899200;
55909: v#1805982;v#2256109;v#892315;
55910: v#2256109;v#1805982;v#681429;
55912: v#316195;v#592341;v#315605;
55914: n#14802921;n#4479405;s#247247;
55921: n#14447908;n#13923779;n#14049711;
55934: n#7884567;n#14708720;n#7901587;
55936: n#9252970;n#5731779;n#8685677;
55938: v#1681333;n#263353;n#4395651;
55953: n#8008017;n#3871083;n#6566077;
55955: n#9325824;n#9467696;n#9416076;
55964: v#2008396;v#2014165;v#1848718;
55980: n#3557141;n#14915928;n#14915184;
55983: a#1198737;a#181373;s#1349927;
55998: n#10103485;n#10103921;n#10661002;
56003: n#6396142;n#15252907;n#8228838;
56009: n#6136258;n#10488865;n#5773407;
56022: n#4284002;n#13770169;n#4284341;
56024: n#14855724;n#13533886;v#72012;
56036: n#4381073;n#13770310;n#4284002;
56037: n#4398688;n#13770729;n#4284002;
56038: n#4025350;n#4025130;n#9976551;
56042: n#3633091;v#1578821;n#3204306;
56043: n#4221424;n#3361837;n#3153375;
56044: n#3153375;n#3154073;n#4221424;
56045: n#10502950;s#285905;s#1928283;
56046: s#285905;s#1928283;n#10502950;
56054: n#7736692;n#11835568;n#11835451;
56057: n#4296562;n#15290337;n#593837;
56075: n#6621061;n#7456188;n#41188;
56076: n#6621061;n#7456188;n#41188;
56097: n#10486468;n#10162991;n#10748620;
56098: n#10486468;n#10162991;n#10748620;
56110: n#9931640;n#10722575;n#9931418;
56135: n#7904760;n#7904395;n#8540770;
56136: n#7904760;n#7904395;n#8540770;
56137: n#7904760;n#7904395;n#8540770;
56139: n#8523483;n#5868272;n#15266685;
56142: n#3524574;v#1742556;n#3929202;
56144: n#4208210;n#4208427;n#4266486;
56147: n#3731019;n#3524574;n#3929202;
56151: n#14823227;n#14823547;
56152: n#14823227;n#14823547;
56160: n#4118021;v#1234920;n#3727837;
56197: n#15182319;n#15182189;n#14845743;
56222: s#301951;a#1007354;s#5718;
56232: n#7906284;n#7907548;n#13905405;
56233: n#7906284;n#7907548;n#7901587;
56247: n#953559;n#788973;n#958896;
56248: n#953559;n#788973;n#958896;
56301: n#10516016;n#4854389;v#2074677;
56376: a#3033636;
56382: n#7723039;n#12434239;n#7722485;
56392: n#14857897;n#9442838;n#5032351;
56393: n#14857897;n#14423870;n#4606358;
56420: n#10405694;a#1735736;n#6332136;
56439: n#5013204;n#5856217;n#13742358;
56442: n#8463969;n#13370669;n#3432972;
56448: n#10727256;n#10698970;n#9881265;
56450: n#9203827;a#2750483;s#1125154;
56475: n#15074772;n#6823561;n#92366;
56477: v#1740608;n#15074772;n#2976939;
56479: n#13901423;n#99439;n#2924116;
56496: n#6644393;n#4694980;n#6886488;
56497: n#747215;s#2134397;n#4903368;
56499: s#2134397;s#1539022;a#683185;
56509: n#2906734;n#14632129;n#12520864;
56510: n#2906734;n#14632129;n#12520864;
56550: n#4549919;n#7985948;n#4105893;
56565: n#11877646;n#7735803;n#7719839;
56566: n#11877860;n#7736087;n#9732441;
56567: s#158110;n#10147935;n#9871364;
56569: n#9805324;n#9753348;n#10593115;
56571: n#3860404;n#3545150;n#4558478;
56572: n#3860404;n#3430418;n#2932400;
56585: s#1520091;s#1750386;s#2226979;
56590: n#3136369;n#2982232;n#9845589;
56593: n#8499840;n#8374049;n#9048460;
56595: n#11519450;n#11443721;n#3125184;
56598: n#458890;n#3602883;n#455599;
56600: n#9622302;n#10077593;a#1463965;
56602: v#1817314;v#1806505;v#776988;
56607: n#7289588;n#7288801;n#7289481;
56609: s#1687167;n#3833065;a#1640850;
56610: n#3833065;n#6367879;a#3080351;
56611: n#6371999;n#6368962;n#7220773;
56612: n#10363573;n#10794014;n#10064405;
56614: r#25728;r#25290;r#198039;
56615: r#25464;n#14436667;r#25290;
56616: r#25559;n#8489765;r#25290;
56622: n#13757249;n#6773976;n#13969700;
56649: n#7698915;n#7622708;n#7860988;
56651: n#4475;n#13954253;n#15388;
56652: n#13954253;n#13961399;n#13957601;
56663: n#7663592;n#2404186;n#7209965;
56668: n#14912387;n#14957057;n#14912840;
56669: n#7349299;n#7349069;n#7429870;
56670: n#223983;n#224260;n#217499;
56672: n#14727508;n#14641046;n#14781225;
56739: n#14728724;n#7841037;a#2610364;
56743: n#4450749;n#3966976;n#3941684;
56745: r#1837;r#1981;n#6952572;
56753: s#711308;s#1792387;n#9444100;
56754: n#4316646;n#5559256;n#9444100;
56757: n#2270623;n#1443736;n#2270473;
56761: n#4990525;v#546729;s#2537946;
56762: n#4991225;s#2538389;v#546873;
56764: a#2368787;s#1054922;n#7918028;
56772: n#5658226;n#5715283;n#5749619;
56786: v#2590340;v#414174;v#415044;
56796: s#1781882;s#1179547;n#10325243;
56797: s#1261127;s#1179767;s#1179547;
56798: n#9506216;n#10001764;n#5929670;
56801: v#799798;v#2478059;v#2478584;
56802: v#799798;v#2478059;v#1519977;
56808: s#1768466;r#132158;r#366266;
56809: r#132158;r#366266;r#366393;
56811: a#2923510;n#9682291;n#6234825;
56813: n#6963429;n#6963571;n#6962600;
56854: n#9542339;n#7125786;n#10329945;
56855: n#9542339;n#7125786;n#10329945;
56856: n#9542339;n#7125786;n#10329945;
56890: a#2569130;s#1898722;s#1334958;
56894: v#1041415;v#1446901;n#10771066;
56896: n#7352190;n#7345593;n#13868944;
56897: n#10091651;n#432587;n#10659042;
56905: n#4871374;n#4867130;n#4839154;
56906: n#770270;v#2072849;n#738785;
56924: n#9225943;n#9452395;n#3976657;
56960: n#6860177;n#7133477;v#1050896;
56962: n#4846770;n#9183693;n#6159473;
56965: n#4804451;n#4804611;n#70965;
56968: s#2396720;a#2395115;s#1807964;
56969: s#2396720;n#7740220;s#1807964;
56990: n#11624531;n#11624840;n#11620673;
56996: v#61595;v#62582;n#692130;
57000: n#8047747;n#4074963;n#968715;
57001: n#10388924;n#9984659;n#10389398;
57011: n#6978656;n#8487953;n#15216563;
57016: a#262792;s#250119;s#264570;
57018: n#4857083;n#7526182;n#4857738;
57027: n#5734381;n#7580782;v#324560;
57038: s#618377;v#324560;n#7580782;
57041: n#5734381;n#7580782;v#324560;
57053: n#2051845;n#2052204;n#2052365;
57056: v#2641463;v#720063;v#2637938;
57081: v#1347678;r#112090;v#2609764;
57088: v#995525;v#961243;v#386566;
57103: n#4985930;n#6873139;n#10625546;
57106: v#1776952;v#1777210;v#1824736;
57128: v#49900;v#177243;n#14456752;
57129: v#49900;v#177243;n#14456752;
57139: a#6032;s#482673;n#10235549;
57140: n#10235549;a#6032;s#482673;
57160: n#7091385;n#7091214;n#7091087;
57170: n#1145015;n#65336;n#963241;
57188: n#3589791;n#3590306;n#3590475;
57189: n#3589791;n#3590306;n#3590475;
57206: v#2530167;v#1195299;v#47317;
57208: n#2202287;n#2200630;n#2200198;
57218: v#98346;v#350104;v#1858686;
57227: n#9237918;n#14254570;n#9475292;
57228: n#14254570;n#9237918;n#9475292;
57243: n#14495761;n#14498096;n#7124340;
57250: n#10622053;n#2207647;n#10768585;
57251: n#10622053;n#2207647;n#10768585;
57252: n#10622053;n#2207647;n#10582746;
57279: n#14126660;s#1926654;s#831225;
57283: n#7452074;n#8256735;n#1036996;
57304: n#3447721;n#3017168;n#3222516;
57309: n#8660339;n#4362025;n#5128519;
57314: v#1169205;v#1193099;v#1196653;
57326: n#359822;n#5257593;n#5256862;
57350: n#12281600;n#12281241;n#2842809;
57367: n#5540121;n#5540513;n#4156720;
57371: n#10599806;n#10624437;n#10624310;
57419: v#2382367;v#2367032;v#2316304;
57422: v#2030424;v#1376245;v#2028994;
57457: n#13991823;n#14528873;n#13996061;
57505: n#9491966;n#10109443;n#10329945;
57515: n#9536789;n#7986066;n#13744044;
57516: n#10738787;n#11773987;n#12390485;
57527: n#452034;n#2917163;n#14656926;
57532: n#10694258;n#5854812;n#10560352;
57539: r#38625;r#144722;a#336831;
57540: r#33922;r#61814;r#48268;
57555: n#5613170;n#5675601;n#6832033;
57561: n#5218630;n#10278128;n#10039569;
57562: n#10278128;n#5218630;n#10332385;
57563: n#7883384;n#14841056;n#14582870;
57565: n#9544109;n#2150482;n#1937909;
57577: n#14415072;n#14415163;n#14415163;
57578: n#4604276;n#8434259;n#3819994;
57587: n#13270038;n#1089778;n#13265011;
57590: n#9388023;n#14698884;n#9416076;
57592: v#1958452;v#45817;v#2236124;
57594: r#43347;r#43003;r#118032;
57595: n#499263;r#158309;n#3179701;
57606: v#2237338;v#797430;v#2212825;
57617: n#10111903;n#10112129;n#9876701;
57654: n#5851131;v#1589869;n#7268413;
57659: n#738270;n#10412669;n#10411867;
57664: n#6944480;n#9695979;a#2660940;
57666: n#5846054;n#6652242;n#5667613;
57667: n#4118776;n#5874232;n#5846054;
57668: v#2586619;v#2644234;n#14442933;
57738: v#978549;v#971650;v#939277;
57743: n#3316105;v#1007676;n#3316274;
57821: n#2817650;n#9845737;n#9843956;
57851: n#7050619;n#6379568;n#7033913;
57855: n#6955087;n#492724;n#8300190;
57859: n#3427296;n#3427909;n#3221720;
57860: n#3427296;n#3427909;n#3221720;
57861: n#3427296;n#3427909;n#3221720;
57862: n#3427296;n#3427909;n#3221720;
57863: n#3427296;n#3427909;n#3221720;
57864: n#3427296;n#3427909;n#3221720;
57865: n#3427296;n#3427909;n#3221720;
57897: n#7331932;n#5087894;n#7331759;
57900: n#583246;n#8403631;n#582388;
57902: n#13626013;n#13262663;n#1166258;
57922: v#1774136;n#7546465;v#1774426;
57927: n#7670433;n#2396427;n#4681230;
57930: v#674607;s#2342309;v#676450;
57959: n#5948264;n#8151490;n#1044448;
57980: n#398704;n#13785136;n#7359599;
57996: n#13927383;n#13920835;n#7451338;
57997: n#13927383;n#13920835;n#7451338;
58018: a#1411291;a#892379;a#958712;
58022: v#2269894;n#923130;v#1317723;
58024: a#1034457;a#1037540;s#1349927;
58056: s#1387319;s#1385255;s#526062;
58058: n#1459791;a#2892819;n#1458842;
58086: n#15055633;n#13572436;n#15055181;
58091: n#7749446;n#12713063;n#12713358;
58118: n#4550184;n#4550426;n#3045800;
58121: n#7372565;v#70816;v#1764171;
58122: n#623862;v#1770501;n#7372565;
58183: n#3405725;n#3405265;n#3353281;
58194: v#319886;v#1663749;v#1664172;
58197: a#45123;n#6514093;r#140884;
58256: n#6514093;n#7221094;n#6757057;
58257: n#3365991;n#2726305;n#2532918;
58273: n#848891;n#851587;n#4220250;
58290: n#9503121;n#5035961;n#10197525;
58296: n#4187061;n#5238036;n#4141327;
58300: n#4187061;n#5238036;n#3062015;
58301: n#4187061;n#5238036;n#3062015;
58311: n#15093482;n#2675657;n#15063493;
58313: v#1581362;v#1581635;v#1578714;
58317: n#6823760;n#7521563;n#385791;
58318: n#6823760;n#8221348;n#3894379;
58334: n#2272871;n#2273392;v#690614;
58356: n#5872477;n#5793210;n#5874232;
58357: n#5872477;n#5793210;n#5874232;
58369: n#3987509;
58374: n#7883510;n#7883384;n#14841056;
58383: n#7649096;n#7651774;n#7651454;
58439: n#6256697;n#5852553;n#8649167;
58449: a#1734436;a#1722529;s#1971671;
58450: a#2759367;s#1972349;a#1734884;
58451: n#8615374;n#8615149;n#2782778;
58469: n#10694258;n#10480730;n#5854812;
58479: s#2569558;s#771803;a#1334398;
58484: n#10433737;v#1180975;v#2464481;
58490: n#2930766;v#1949007;v#1948872;
58494: n#4033082;n#3933529;n#3216828;
58516: n#3619890;n#7571324;n#3101156;
58522: n#7550666;n#4842515;v#1793177;
58536: n#7828807;n#12086539;n#5716462;
58576: n#710155;n#710338;n#3816136;
58586: n#11481334;n#9387222;n#4096066;
58610: n#7064715;n#9501322;n#348008;
58611: n#9930876;n#9931165;v#105778;
58614: n#2753044;n#3834604;n#3205903;
58622: n#12245319;n#12244153;n#15211484;
58654: n#2763714;n#2861658;n#12284262;
58656: n#4718999;n#13563522;n#13957601;
58657: n#7405137;n#7285036;n#7405411;
58658: n#7405411;n#7405137;n#7285036;
58674: n#14686913;n#14774699;n#7925708;
58686: n#5309725;n#3877845;n#3878066;
58697: n#3878674;n#5128370;n#3879705;
58703: n#4897762;n#1220984;n#14008342;
58710: n#9289331;r#141902;n#14915184;
58711: n#10132145;n#10411551;n#10132422;
58715: n#8256567;n#7575984;n#7575726;
58716: n#8256567;n#7575726;n#5145118;
58719: n#464894;n#9296121;n#2963159;
58726: n#9681973;n#9681351;n#7724943;
58727: a#1107521;a#2820808;a#2820598;
58728: n#4580298;n#4960729;n#5618056;
58731: n#7062697;n#7060976;v#1426397;
58743: n#6978422;n#9912907;a#2691839;
58751: n#2906438;v#1548576;n#4227900;
58752: n#12822115;n#12821736;n#9991867;
58763: n#2165456;n#2165247;n#2164464;
58767: n#1075117;n#954086;n#598056;
58791: n#10007109;s#959979;n#10520544;
58803: n#10806222;n#6832464;n#6083243;
58807: n#10338707;n#9813696;n#10231087;
58815: n#6000644;a#2937876;
58820: n#3773035;n#5767245;n#3688832;
58827: n#780889;n#781685;n#966869;
58829: n#9303008;n#3792048;n#3792334;
58849: n#4070727;n#3273913;n#3102654;
58870: n#10006337;n#9847010;n#10111903;
58873: n#395654;n#1031194;n#15193271;
58876: n#5778749;n#13840958;n#9781921;
